PT	AU	BA	CA	GP	RI	OI	BE	Z2	TI	X1	Y1	Z1	FT	PN	AE	Z3	SO	S1	SE	BS	VL	IS	SI	MA	BP	EP	AR	DI	D2	SU	PD	PY	AB	X4	C1	Y4	Z4	AK	CT	CY	SP	CL	TC	Z8	ZB	ZS	Z9	SN	BN	WC	UT	PM
J	Nascimento Santos, Paulo Henrique; Tavares-Dias, Marcos								First study on communities of parasites in <i>Triportheus rotundatus</i>, a Characidae fish from the Amazon River system (Brazil)								REVISTA BRASILEIRA DE PARASITOLOGIA VETERINARIA				26	1			28	33		10.1590/S1984-29612016078			JAN-MAR 2017	2017	This study was the first investigation on the parasites of Triportheus rotundatus, a Characiformes fish from the Amazon, in Brazil. All the fish collected (100%) in a tributary from the Amazon River system were infected by one or more parasite species. The mean species richness of parasites was 4.9 +/- 0.9, the Brillouin index was 0.39 +/- 0.16, the evenness was 0.24 +/- 0.09 and the Berger-Parker dominance was 0.81 +/- 0.13. A total of 1316 metazoan parasites were collected, including Anacanthorus pithophallus, Anacanthorus furculus, Ancistrohaptor sp. (Dactylogyridae), Genarchella genarchella (Derogenidae), Posthodiplostomum sp. (Diplostomidae), Procamallanus (Spirocamallanus) inopinatus (Camallanidae), Echinorhynchus paranensis (Echinorhynchidae) and Ergasilus sp. (Ergasilidae), but monogenoideans were the dominant parasites. These parasites presented an aggregate dispersion pattern, except for P.(S.) inopinatus, which showed a random dispersion pattern. The body conditions of the hosts were not affected by the parasitism levels. This first report of these parasites for T. rotundatus indicates that the presence of ectoparasites and endoparasites was due to hosts behavior and availability of infective stages in the environment, and this was discussed.		[Nascimento Santos, Paulo Henrique] Univ Fed Amapa UNIFAP, Macapa, AP, Brazil; [Tavares-Dias, Marcos] Empresa Brasileira Pesquisa Agr Embrapa Amapa, Rodovia Juscelino Kubitschek 2600,Km 5, BR-68903419 Macapa, AP, Brazil; [Tavares-Dias, Marcos] Empresa Brasileira Pesquisa Agr Embrapa Amapa, Rodovia Juscelino Kubitschek 2600,Km 5, BR-68903419 Macapa, AP, Brazil								5							Parasitology; Veterinary Sciences	WOS:000399110100005		
J	Lagod, Grzegorz; Babko, Roman; Jaromin-Glen, Katarzyna; Kuzmina, Tatiana; Bieganowski, Andrzej								Biofilm Communities in Successive Stages of Municipal Wastewater Treatment								ENVIRONMENTAL ENGINEERING SCIENCE				33	5			306	316		10.1089/ees.2014.0511			MAY 2016	2016	Biofilm is an integral element of the ecosystem in each device of the technological process in wastewater treatment plants (WWTP). Until now, no comprehensive analysis of the occurrence of morphological groups in the biofilm of wastewater treatment devices has been performed. Wanting to fill this gap, the aim of the present article was to determine the structure of the biofilm in the technological system of a WWTP in Lublin (Poland). Abundance of individuals from the following morphological groups was assessed: fungi, flagellates, algae, testate amoebae, ciliates, rotifers, and nematodes. Additionally, values of three biocoenotic indices were determined, that is, the Shannon Diversity, McIntosh Evenness, and Berger-Parker (dominance). Results have demonstrated differences in the structure of the biofilm between the devices. Flagellates and fungi dominated in the mechanical part, whereas the biological elements were dominated by ciliates, amoebae, and rotifers and the treated wastewater by algae and ciliates. Indices indicated the simplest biofilm structure (the lowest biodiversity) at the mechanical stage and at site of discharge of treated wastewater to the receiver. Knowledge of the biofilm structure may be useful for assessment of conditions prevailing in wastewater treatment devices. Moreover, it can be a starting point to develop a quick and low-cost bioindication method applicable in all devices, which can be complementary to standard physicochemical methods.		[Lagod, Grzegorz] Lublin Univ Technol, Fac Environm Engn, Lublin, Poland; [Babko, Roman] NAS Ukraine, Schmalhausen Inst Zool, Kiev, Ukraine; [Jaromin-Glen, Katarzyna; Bieganowski, Andrzej] Polish Acad Sci, Inst Agrophys, PL-20236 Lublin, Poland; [Kuzmina, Tatiana] Sumy State Univ, Fac Tech Syst & Energy Efficient Technol, Sumy, Ukraine; [Jaromin-Glen, Katarzyna] Polish Acad Sci, Doswiadczalna St 4, PL-20290 Lublin, Poland								4							Engineering, Environmental; Environmental Sciences	WOS:000377459900002		
J	Barman, Bijita; Gupta, Susmita								Assemblage of coleoptera and hemiptera community in a stream of Chakrashila Wildlife Sanctuary in Assam								TROPICAL ECOLOGY				57	2			243	253					MAY 2016	2016	The composition and structure of aquatic Coleoptera and Hemiptera assemblages in a small stream, Mauriagaon, flowing through Chakrashila Wildlife Sanctuary, a Key Biodiversity Area under the Critical Ecosystem Partnership Fund 2005 situated in Assam, India were analysed. The objectives were to describe the aquatic Coleoptera and Hemiptera from the stream,. seasonal variation in their abundance and dominance, and also examine to their relationship with the environmental variables of the water. A total of 7 species (2 Coleoptera and 5 Hemiptera) were recorded from the system. Three Hemipteran species (Ptilomera assamensis, Metrocoris nigrofashioides, Rhagovelia sumatrensis) and one Coleopteran species (Orectogyrus sp.) occurred throughout the year. Shannon Weiner diversity index values in different seasons ranged from 0.36 in post monsoon to 0.52 in pre monsoon, while Berger Parker Index of Dominance ranged from 0.46 in pre-monsoon to 0.72 in post monsoon. Canonical Correspondence Analysis (CCA) showed that the species-environment correlations of axis 1 and 2 were high, and the majority of species responded negatively to total alkalinity. The study on the aquatic insects of a lotic system is a pioneer study in the Sanctuary as no work has been done so far on this and the study add data of the faunal diversity of the Sanctuary. This study suggested that species richness and density of aquatic insects may indicate the conservation value of the habitats because of their significant responses to environmental factors.		[Barman, Bijita; Gupta, Susmita] Assam Univ, Dept Ecol & Environm Sci, Silchar 788011, India; [Gupta, Susmita] Assam Univ, Dept Ecol & Environm Sci, Silchar 788011, India								2							Ecology	WOS:000370210700011		
J	Trindade Gondim-Silva, Felipe Augusto; Santos Andrade, Alessandra Rodrigues; Abreu, Rafael Oliveira; Nascimento, Jamile Santos; Correa, Geovane Paixao; Menezes, Lucas; Trevisan, Camila Costa; Camargo, Soraia Silva; Napoli, Marcelo Felgueiras								Composition and diversity of anurans in the Restinga of the Conde municipality, northern coast of the state of Bahia, northeastern Brazil								BIOTA NEOTROPICA				16	3					e20160157	10.1590/1676-0611-BN-2016-0157			2016	2016	The Conde municipality is located in the northern coast of the state of Bahia (NC), northeastern Brazil, and is part of the Atlantic Tropical domain. The anuran fauna of the northern portion of the NC is still poorly known if compared to the southern portion. The Restinga is one of the predominant environments of the coastal plains of the NC and it is characterized essentially by presenting sandy soil covered by herbaceous and shrubby vegetation. The objective of this study was to determine the anuran species composition and diversity for the Restinga of the Conde municipality. Sampling was carried out at night by active search over four periods of five consecutive days each, two over the 'main rainy season' and two in a 'lesser rainy season', using 14 sample units (SUs) and five extra sample plots (EPs). We calculated dominance and species diversity using the Berger-Parker and Shannon-Wiener H' indices, respectively. We used accumulation curves and the Jackknife 1 estimator to estimate anuran species richness, considering only the data obtained from the SUs. We recorded 713 anuran specimens distributed within 33 species, 13 genera and five families (Bufonidae, Craugastoridae, Hylidae, Leptodactylidae and Microhylidae). The Hylidae and Leptodactylidae families had the highest species richness. Considering only the SUs (Jackknife 1 estimator in brackets), we recorded 28 species in the study area (33.9 +/- 2.3), 13 in Shrubby Vegetation Zones - SVZ (20.8 +/- 2.9) and 25 in Freshwater Wetland Zones - FWZ (28.9 +/- 1.9). The abundance and species diversity of the FWZ (n = 638 specimens; H' = 2.4) were higher than those recorded for the SVZ (n = 52 specimens; H' = 1.9). The SVZ and FWZ showed distinct dominant species, wherein Pristimantis paulodutrai was the dominant species in SVZ and Scinax fuscomarginatus in FWZ. The Restinga of the Conde municipality stands out as the one with the highest anuran species richness already recorded considering only SVZ and FWZ. Moreover, its anuran species composition represented 55% of the anuran species known for the NC and included taxa common to three different morphoclimatic domains (Tropical Atlantic, Cerrado and Caatinga).		[Trindade Gondim-Silva, Felipe Augusto; Abreu, Rafael Oliveira; Nascimento, Jamile Santos; Correa, Geovane Paixao; Menezes, Lucas; Trevisan, Camila Costa; Camargo, Soraia Silva; Napoli, Marcelo Felgueiras] Univ Fed Bahia, Inst Biol, Dept Zool, Salvador, BA, Brazil; [Santos Andrade, Alessandra Rodrigues] Univ Fed Bahia, Inst Biol, Programa Posgrad Ecol & Biomonitoramento, Salvador, BA, Brazil; [Napoli, Marcelo Felgueiras] Univ Fed Bahia, Inst Biol, Dept Zool, Salvador, BA, Brazil								5							Biodiversity Conservation	WOS:000384741000004		
J	Maldonado-Sanchez, Emerson A.; Ochoa-Gaona, Susana; Ramos-Reyes, Rodimiro; de los Angeles Guadarrama-Olivera, Mara; Gonzalez-Valdivia, Noel; de Jong, Bernardus H. J.								The floodplain forest in Tabasco, Mexico, a threatened plant community								ACTA BOTANICA MEXICANA				115				75	101					2016	2016	The structure, composition and diversity of the floodplain forest (SMPC) of Bravaisia integerrima were studied in the two largest forest stands in Tabasco, Mexico: the Ecological Reserve Yu-Balcah (YCAH) with 271 ha, and State Park La Chontalpa (PECH) with 191 ha. In each forest stand 10 plots of 1000 m(2) were sampled. Tree individuals sampled were identified to species, and evaluated in three age categories, seedlings, saplings, and adults. The relationship between species richness and sampling effort was analyzed using Chao 2, ICE, Jacknife 1, Jacknife 2 and Bootstrap. The structural analysis was based on the importance value index. The diversity of species was evaluated, using the Margalef index (D-Mg), alpha de Fisher, Shannon-Wiener (H') and equity of Pielou J. The dominance indices of Berger-Parker (d) and Simpson (D) were also used. The total number of species was 76, belonging to 64 genera and 33 botanical families. The richest family was Leguminosae with 15 species. The basal area of the sites YCAH and PECH was 37.2 and 29.5 m(2)ha(-1), respectively. Bravaisia integerrima was the most important tree species in all stands, with an Importance Index of 277. The value of the Shannon index was 2.0 in both sites. YCAH showed the best ecological condition. Six species present in the stands are considered as threatened in Mexico (NOM-059-SEMARNAT-2010). The current extent of the floodplain forest of Bravaisia in Tabasco State is 490 ha. The results suggest that the structure and composition of this forest has been affected by human activity. As a consequence, to guarantee the conservation of these remnants of SMPC in Tabasco, it is important to verify their legal situation and the application of management plans, designed to improve the productive activities of the rural communities that live around the stands. To succeed in this endeavor, it is necessary that governmental actors, academics, non-governmental organizations, and civil society work together.		[Maldonado-Sanchez, Emerson A.; de los Angeles Guadarrama-Olivera, Mara] Uni Juarez Autonoma Tabasco, Div Acad Ciencias Biol, Carretera Villahermosa Cardenas 0-5 S-N, Villahermosa 86150, Tabasco, Mexico; [Ochoa-Gaona, Susana; de Jong, Bernardus H. J.] El Colegio Frontera Sur, Unidad Campeche, Dept Ciencias Sustentabilidad, Ave Rancho Poligono 2-A, Campeche 24500, Campeche, Mexico; [Ramos-Reyes, Rodimiro] El Colegio Frontera Sur, Unidad Villahermosa, Lab Anal Geog, Carretera Villahermosa Reforma Km 15-5, Villahermosa, Tabasco, Mexico; [Gonzalez-Valdivia, Noel] Tecnol Nacl Mexico, Dept Ingn, Inst Tecnol China, Calle 11 S-N Entre 22 & 28, China 24520, Campeche, Mexico; [Ochoa-Gaona, Susana] El Colegio Frontera Sur, Unidad Campeche, Dept Ciencias Sustentabilidad, Ave Rancho Poligono 2-A, Campeche 24500, Campeche, Mexico								11							Plant Sciences	WOS:000377306100008		
J	Dias, M. K. R.; Tavares-Dias, M.								Seasonality affects the parasitism levels in two fish species in the eastern Amazon region								JOURNAL OF APPLIED ICHTHYOLOGY				31	6			1049	1055		10.1111/jai.12865			DEC 2015	2015	Fish parasite communities have strong interactions with the environment, the host fish, and the aquatic invertebrate communities. Thus, factors directly involving their different life cycles, such as different host populations and environments, as well as seasonal fluctuations in water levels can cause different responses. The main factors structuring parasite communities may be the hydrodynamic variations, together with seasonal variations in the availability of infectious stages of parasites in the environment. The purpose of this study was therefore to investigate the influence of the rainy and dry seasons on parasite infracommunities in fish species in the Amazon River System of Brazil. Between October 2009 and April 2011, specimens of Colossoma macropomum and Colossoma macropomum x Piaractus brachypomus hybrids (tambatinga) were examined for the presence of parasites. The parasite communities were similar in these two species that both showed aggregate dispersion, although the hybrid specimens were less parasitized. For both hosts, the Brillouin diversity, species richness, evenness and Berger-Parker dominance indices were similar in the rainy season and dry season, except that the Berger-Parker dominance index for the C. macropomum x P. brachypomus hybrid was higher during the dry season. Ichthyophthirius multifiliis was the dominant parasite, followed by Piscinoodinium pillulare, in both hosts. However, C. macropomum had a higher prevalence and abundance in the dry season, while in the C. macropomum x P. brachypomus hybrid, only the I. multifiliis prevalence increased. The abundance of monogenean species (Anacanthorus spathulatus, Linguadactyloides brinkmanni, Mymarothecium and Notozothecium janauachensis) was higher during the dry season in the gills of C. macropomum. Despite overdispersion of the lernaeid Perulernaea gamitanae, a seasonal pattern was seen only in the C. macropomum x P. brachypomus hybrid, with higher prevalence in the rainy season. The low prevalence and abundance of the ectoparasites Tetrahymena sp., Trichodina sp. and Braga patagonica, as well as of the endoparasites Procamallalus (Spirocamallanus) inopinatus and Neoechinorhynchus buttnerae, were not affected by seasonality. This information is applicable in farming practice for these economically important fish, as it indicates the best time for prophylactic management and treatment against parasites, in order to prevent economic losses in fish farms.		[Dias, M. K. R.; Tavares-Dias, M.] Embrapa Amapa, Aquat Organism Hlth Lab, BR-68903419 Macapa, AP, Brazil; [Dias, M. K. R.; Tavares-Dias, M.] Fed Univ Amapa UNIFAP, Postgrad Program Trop Biodivers PPGBIO, Macapa, AP, Brazil; [Tavares-Dias, M.] Embrapa Amapa, Rodovia Juscelino Kubitschek,Km 5,2600, BR-68903419 Macapa, AP, Brazil								7							Fisheries; Marine & Freshwater Biology	WOS:000367684400012		
J	Xie, Guilin; Wang, Baozhong; Zhao, Kuijun; Li, Susu; Zhou, Lihua								Dynamic Changes of Animal Community Composition and Distribution by <i>Spartina</i> Invasion in Yancheng Beach Wetland, China								CLEAN-SOIL AIR WATER				43	10			1409	1418		10.1002/clen.201300898			OCT 2015	2015	The total beach animal specimen of the survey was 795.5, which belong to 17 species of 14 families in five classes under four phyla. Batillaria zonalis Bruguiere was the dominant species in the majority study sites during all seasons. Statistical analysis of the sampled data was performed, which covered the community composition, distribution of the number, diversity index, the principal component analysis (PCA), Spielmann rank correlation matrix analysis, Kulczynski comparative analysis of species richness, Mine-Laying-Curtis clustering of several areas in four seasons. The results showed that the Shannon-Wiener diversity index was higher in January and lower in August. The Simpson diversity indices in the different study sites were quite variable, with the highest being at H-1 site in April, and lowest at H-3 site in August. The Berger-Parker dominance index for the animal is much different in all the sampling sites, which could be either relatively large, or high to low. The role of PCA had the same or opposite direction of the three components. The Spielmann rank correlation matrix analysis showed a positive and high degree of linear correlation among some groups. The Kulczynski comparative analysis demonstrated that the correlation coefficient between G-point and H-3-point in January and April was bigger, and it was smaller between H-2 site and other sites in October. Species richness displayed a regular distribution. The Mine-Fields-Curtis clustering analysis showed that the similarity in different seasons was good, with the highest similarity reaching 87.1302 at H-3 site between January and October, and the lowest similarity only reaching 3.1693 at the H-2 site between August and October.		[Xie, Guilin; Zhao, Kuijun] Northeast Agr Univ, Harbin, Heilongjiang, Peoples R China; [Wang, Baozhong; Li, Susu; Zhou, Lihua] Nanjing Univ, Sch Life Sci, Nanjing 210023, Jiangsu, Peoples R China; [Wang, Baozhong] Nanjing Univ, Ecol Inst Changshu, Changshu 215500, Jiangsu, Peoples R China; [Wang, Baozhong] Nanjing Univ, Sch Life Sci, 163 Xianlin Ave, Nanjing 210023, Jiangsu, Peoples R China								2							Green & Sustainable Science & Technology; Environmental Sciences; Marine & Freshwater Biology; Water Resources	WOS:000363881500007		
J	Kikani, B. A.; Sharma, A. K.; Singh, S. P.								Culture dependent diversity and phylogeny of thermophilic bacilli from a natural hot spring reservoir in the Gir Forest, Gujarat (India)								MICROBIOLOGY				84	5			687	700		10.1134/S0026261715050124			SEP 2015	2015	The thermophilic bacteria, isolated from a natural hot spring reservoir, Tulsi Shyam (Gir Forest, Gujarat, India) were characterized and diversified using the conventional approaches; Gram reaction, cell morphology, growth patterns, biochemical properties and antibiotic sensitivity. The bacteria were Gram positive, rod shaped and catalase positive. Majority of them produced amylase, indicating their ecological and biotechnological significance. The bacteria were further categorized on the basis of the amplified ribosomal DNA restriction analysis (ARDRA) patterns, generated by a tetracutter RE, HaeIII. As a polyphasic taxonomy approach, the isolates were clustered into 9 different groups, based on the conventional approaches and the ARDRA patterns. The further analysis was based on the 16S rRNA gene sequencing. The trend suggested that the phenotypic and phylogenetic diversity data considerably coincided. Overall, the part of Tulsi Shyam hot spring bacterial community represented by cultivated aerobic organotrophs can be clustered into 3 Genera, Anoxybacillus, Geobacillus/Aeribacillus and Bacillus. They can further be grouped into sub-clusters at the species level to establish phylogenetic and phenotypic relationship. Further, the diversity indices; Simpson's index, Dominance index and Shannon index indicated the species diversity, species richness and distribution evenness, respectively. A lower Simpson's index (0.1905) and higher Dominance index (0.8095) revealed significant bacterial diversity. While a higher Shannon index (2.987) suggested evenness in the bacterial distribution in different soil and water samples. The lower values of Berger-Parker Dominance index and Ginni coefficient supported the trends of the Shannon index. As the studied habitat was not earlier explored for the bacterial diversity, the findings would significantly add to the knowledge of the cultivation based microbial diversity.		[Kikani, B. A.; Sharma, A. K.; Singh, S. P.] Saurashtra Univ, UGC CAS Dept Biosci, Rajkot 360005, Gujarat, India; [Singh, S. P.] Saurashtra Univ, UGC CAS Dept Biosci, Rajkot 360005, Gujarat, India								9							Microbiology	WOS:000361719900012		
J	da Conceiao, Eltamara Souza; Charles Delabie, Jacques Hubert; Castro Della Lucia, Terezinha Maria; Costa-Neto, Antonio de Oliveira; Majer, Jonathan David								Structural changes in arboreal ant assemblages (Hymenoptera: Formicidae) in an age sequence of cocoa plantations in the south-east of Bahia, Brazil								AUSTRAL ENTOMOLOGY				54	3			315	324		10.1111/aen.12128			AUG 2015	2015	A study of succession of ant species in plantations of different ages and development may assist with our understanding of the dynamics of their assemblages. The aim of this study was to characterise the relationship between development of Brazilian cocoa plantations and the nature of their dominant ant assemblages. A chronosequence of cocoa plantations aged 1, 3, 4, 8, 15 and 33 years was sampled by several methodologies. Data were analysed in terms behavioural dominance and Berger-Parker's dominance index (here based on frequency data), and also by principal component analysis and analysis of co-occurrence. Apart from lower numbers of species being found in the 1-year-old plantation, there was no consistent trend in ant richness with plantation age. According to the criteria we adopted, only one species reached behavioural dominance in most age classes of plantation, although this increased to three in the 8-year-old one, before declining to zero in the oldest plantation. No species reached Berger-Parker's dominance in the youngest plantation, whereas all other age classes contained one to three dominants. Particular species showed non-age-related variations in their degree of Berger-Parker's dominance and this could in part be related to which species initially colonised the plantation. Principal component analysis axis 1 was partly related to plantation age, indicating an age-related change in assemblage composition. Ant species co-occurrence could only be effectively detected in cocoa plantations from 3 to 15 years of age. The arboreal ant assemblage is dynamic in nature, with the competitive hierarchy among species oscillating along the cocoa development chronosequence. The assemblage structure could be influenced by the initial founding ants, as well as by the invasive Monomorium floricola.		[da Conceiao, Eltamara Souza] Univ Estado Bahia, Dept Ciencias Exatas & Terra, BR-48040210 Alagoinhas, BA, Brazil; [Charles Delabie, Jacques Hubert] CEPEC CEPLAC, Lab Mirmecol, BR-45650970 Itabuna, BA, Brazil; [Charles Delabie, Jacques Hubert] Univ Estadual Santa Cruz, Dept Ciencia Agr & Ambientais, BR-45662900 Ilheus, BA, Brazil; [Castro Della Lucia, Terezinha Maria] Univ Fed Vicosa, Dept Biol Anim, BR-36570000 Vicosa, MG, Brazil; [Costa-Neto, Antonio de Oliveira] Univ Estadual Feira de Santana, Dept Ciencias Biol, BR-44036900 Feira De Santana, BA, Brazil; [Majer, Jonathan David] Curtin Univ, Dept Environm & Agr, Perth, WA 6845, Australia; [Majer, Jonathan David] Biomonitoring Int, Hillarys, WA 6025, Australia; [da Conceiao, Eltamara Souza] Univ Estado Bahia, Dept Ciencias Exatas & Terra, CP 59, BR-48040210 Alagoinhas, BA, Brazil								8							Entomology	WOS:000360213900011		
J	Miranda, Daniele B.; de Albuquerque, Saymon; Turci, Luiz Carlos B.; Bernarde, Paulo S.								Richness, breeding environments and calling activity of the anurofauna of the lower moa river forest, state of Acre, Brazil								ZOOLOGIA				32	2			93	108		10.1590/S1984-46702015000200001			APR 2015	2015	In state of Acre, most anuran research has been carried out in areas of terra firme, whereas alluvial forests remain relatively unexplored. We document the richness, breeding environments and calling season of the anurans of the Lower Moa River in the Alto Jurua (state of Acre), a region considered to harbor high biodiversity. Sampling was conducted in two main areas with different forest typologies (Terra firme forest and Alluvial forest), totaling 256 ha. The diversity of anurans was analyzed using the Shannon-Wiener index, evenness and Berger Parker dominance. The anurans were sampled from October 2008 to September 2009, using the following sampling methods: sampling at breeding sites, pitfall traps, time constrained visual search during the day (TCVSD); at night (NVTCS) and active search (AS). Fifty anuran species, belonging to eight families, were recorded: Aromobatidae (2), Bufonidae (5), Hemiphractidae (1), Hylidae (25), Leptodactylidae (9), Microhylidae (4), Ranidae (1) and Craugastoridae (3). Pitfall traps totaling 1440 day-buckets in the year. DVTCS had a total sampling effort 72 hours/person/year; NVTCS 72 hours/person/year and AS 24 hours/person/year. Greater richness (35 species) was recorded in the alluvial forest, low diversity index and high dominance (H' = 1.69, J' = 0.51, d = 0.62). Most likely, these values were influenced by the high relative abundance of Rhinella margaritifera in this area. The richness of the alluvial forest may be associated with environmental heterogeneity according with the theory of intermediate disturbances. The breeding activity of most species occurred in lentic environments (lakes and temporary ponds) and during the rainy season. When sampling anurans in the Amazon it is important to use two or more sampling method and to consider the different forest typologies of this biome for a better characterization of its richness.		[Miranda, Daniele B.] Inst Fed Educ Ciencia & Tecnol Rondonia, BR-76900730 Ji Parana, RO, Brazil; [de Albuquerque, Saymon] Ctr Ensino Fac Sao Lucas, Dept Zool, BR-76804373 Porto Velho, RO, Brazil; [Turci, Luiz Carlos B.; Bernarde, Paulo S.] Univ Fed Acre, Ctr Multidisciplinar, Lab Herpetol, BR-69980000 Cruzeiro Do Sul, AC, Brazil; [Miranda, Daniele B.] Inst Fed Educ Ciencia & Tecnol Rondonia, Rua Rio Amazonas 151, BR-76900730 Ji Parana, RO, Brazil								8							Zoology	WOS:000355020600001		
J	Sitko, Jilji; Heneberg, Petr								Composition, structure and pattern of helminth assemblages associated with central European storks (Ciconiidae)								PARASITOLOGY INTERNATIONAL				64	2			130	134		10.1016/j.parint.2014.11.004			APR 2015	2015	The composition, structure and pattern of helminth assemblages associated with the storks (Ciconiidae), ibises and spoonbills (Threskiornithidae) are poorly understood. Here we analyze the prevalence, intensity and diversity of the helminth component communities associated with the white stork Ciconia ciconia and black stork Ciconia nigra, and notice the findings of helminths on Eurasian spoonbill Platalea leucorodia and glossy ibis Plegadis falcinellus obtained in the Czech Republic in years 1962-2013. Comparison with datasets from multiple European countries supports the existence of well-defined local helminth component communities, which are subject to strong geographic variation. The estimated diversity of the helminth component communities reached 11.0 +/- 1.6 (C. ciconia) and 12.5 +/- 5.4 (C. nigra) species, with the Berger-Parker dominance index reaching only 0.24 and 0.21, respectively. Typically, the dominant species (Chaunocephalus ferox, Tylodelphys excavata and Dictymetra discoidea in C. ciconia, and Cathaemasia hians and Dicheilonema ciconiae in C. nigra) were considered as local, with intermediate host species available onsite. Altogether 10 of the 11 species with known life cycle were capable to complete their life cycle locally, which is in strong contrast with the situation in Czech egrets and herons. In C. ciconia and C. nigra, the highest helminth load was in juveniles, whereas Echinostoma sudanense, absent in the juveniles, was associated with intermediate hosts absent in the study area. Relative prevalence and frequency of helminths associated with male and female C. ciconia was similar to each other. The first systematically collected evidence of the intra-annual changes of the helminth assemblages in storks is provided. (C) 2014 Elsevier Ireland Ltd. All rights reserved.		[Sitko, Jilji] Moravian Ornithol Stn, Comenius Museum, Prerov, Czech Republic; [Heneberg, Petr] Charles Univ Prague, Fac Med 3, CZ-10000 Prague, Czech Republic; [Heneberg, Petr] Charles Univ Prague, Fac Med 3, Ruska 87, CZ-10000 Prague, Czech Republic								9							Parasitology	WOS:000350087600002		
J	Gagnarli, E.; Goggioli, D.; Tarchi, E.; Guidi, S.; Nannelli, R.; Vignozzi, N.; Valboa, G.; Lottero, M. R.; Corino, L.; Simoni, S.								Case study of microarthropod communities to assess soil quality in different managed vineyards								SOIL				1	2			527	536		10.5194/soil-1-527-2015			2015	2015	Land use influences the abundance and diversity of soil arthropods. The evaluation of the impact of different management strategies on soil quality is increasingly sought, and the determination of community structures of edaphic fauna can represent an efficient tool. In the area of Langhe (Piedmont, Italy), eight vineyards characterized for physical and chemical properties (soil texture, soil pH, total organic carbon, total nitrogen, calcium carbonate) were selected. We evaluated the effect of two types of crop management, organic and integrated pest management (IPM), on abundance and biodiversity of microarthropods living at the soil surface. Soil sampling was carried out in winter 2011 and spring 2012. All specimens were counted and determined up to the order level. The biodiversity analysis was performed using ecological indexes (taxa richness, dominance, Shannon-Wiener, Buzas and Gibson's evenness, Margalef, equitability, Berger-Parker), and the biological soil quality was assessed with the BSQ-ar index. The mesofauna abundance was affected by both the type of management and sampling time. On the whole, a higher abundance was in organic vineyards (N = 1981) than in IPM ones (N = 1062). The analysis performed by ecological indexes showed quite a high level of biodiversity in this environment, particularly in May 2012. Furthermore, the BSQ-ar values registered were similar to those obtained in preserved soils.		[Gagnarli, E.; Goggioli, D.; Tarchi, E.; Guidi, S.; Nannelli, R.; Vignozzi, N.; Valboa, G.; Simoni, S.] Consiglio Ric Agr & Anal Econ Agr, CRA ABP, Res Ctr Agrobiol & Pedol, Florence, Italy; [Lottero, M. R.; Corino, L.] Consiglio Ric Agr & Anal Econ Agr, CRA ENO, Res Ctr Oenol, Asti, Italy; [Gagnarli, E.] Consiglio Ric Agr & Anal Econ Agr, CRA ABP, Res Ctr Agrobiol & Pedol, Florence, Italy								23							Soil Science	WOS:000457182300003		
J	Xu, Yanda; Li, Fen; Xu, Cui; Luo, Shanghua; Chao, Shijun; Guo, Yang; Liu, Chengcheng; Zhang, Linbo								Quantitative assessment of the ecological impact of Chinese cordyceps collection in the typical production areas								ECOSCIENCE				22	2-4			167	175		10.1080/11956860.2016.1181516			2015	2015	Chinese cordyceps (or caterpillar fungus, Cordyceps sinensis), an expensive medicinal organism, is collected intensively every spring. It is concluded that over-collection has caused vegetation and soil degradation. However, most descriptions of the ecological impact of collection were qualitative and the impact on plant communities has not been quantified precisely. Collection plots and control plots were established in three counties on the Tibetan Plateau in order to measure impacts of collection on plant community composition. The results showed that due to Chinese cordyceps collection, species diversity expressed as the Shannon-Wiener indices significantly decreased by 10-13%, community dominance expressed as the Berger-Parker indices significantly increased by 17-32%, vegetation cover significantly decreased by 11-19% and aboveground biomass significantly decreased by 21-46%. However, root biomass did not change significantly, and only a few soil physical and chemical indicators in some plots changed significantly. Although Chinese cordyceps collection caused ecological degradation, the undisturbed plant roots and soil guarantee vegetation recovery. Aboveground biomass was the most sensitive variable to Chinese cordyceps collection, and could be used as the evaluation indicator in efforts of ecological protection and recovery.		[Xu, Yanda; Li, Fen; Luo, Shanghua; Guo, Yang; Liu, Chengcheng; Zhang, Linbo] Chinese Res Inst Environm Sci, State Key Lab Environm Criteria & Risk Assessment, Beijing 100012, Peoples R China; [Xu, Yanda; Li, Fen; Luo, Shanghua; Guo, Yang; Liu, Chengcheng; Zhang, Linbo] Chinese Res Inst Environm Sci, State Environm Protect Key Lab Reg Ecol Proc & Fu, Beijing 100012, Peoples R China; [Xu, Cui] Beijing Normal Univ, State Key Lab Water Environm Simulat, Beijing 100875, Peoples R China; [Chao, Shijun] Environm Sci Res & Design Inst Qinghai Prov, Sci Res Dept, Xining 810007, Peoples R China; [Zhang, Linbo] Chinese Res Inst Environm Sci, State Key Lab Environm Criteria & Risk Assessment, Beijing 100012, Peoples R China; [Zhang, Linbo] Chinese Res Inst Environm Sci, State Environm Protect Key Lab Reg Ecol Proc & Fu, Beijing 100012, Peoples R China								6							Ecology	WOS:000378164500008		
